categories,description,dimensions,name,price,sku,stock,tags,weight
jewel,It has slept underground for hundreds of millions of years since its birth. It’s occasionally found during the excavation of caves.,1 x 1 x 1 cm,Carbink,171.00,1834,290,"carbink, clear body, jewel",12.6 kg
antenna,"It uses its tail to absorb electricity from power plants or from outlets in houses, and then it fires the electricity from its whiskers.",None,Dedenne,118.00,3410,71,"antenna, dedenne, pickup",4.9 kg
wrestling,"With its wings, it controls its position in the air. It likes to attack from above, a maneuver that is difficult to defend against.",2 x 2 x 2 cm,Hawlucha,44.00,2009,30,"hawlucha, limber, wrestling",47.4 kg
intertwining,It wraps its ribbonlike feelers around the arm of its beloved Trainer and walks with him or her.,3 x 3 x 3 cm,Sylveon,48.00,8161,20,"cute charm, intertwining, sylveon",51.8 kg
tundra,"Using its diamond-shaped crystals, it can instantly create a wall of ice to block an opponent’s attack.",8 x 8 x 8 cm,Aurorus,189.00,3008,243,"aurorus, refrigerate, tundra",496 kg
tundra,This calm Pokémon lived in a cold land where there were no violent predators like Tyrantrum.,4 x 4 x 4 cm,Amaura,155.00,3786,187,"amaura, refrigerate, tundra",55.6 kg
despot,"Nothing could stop this Pokémon 100 million years ago, so it behaved like a king.",8 x 8 x 8 cm,Tyrantrum,26.00,2750,58,"despot, strong jaw, tyrantrum",595.2 kg
royal heir,Its immense jaws have enough destructive force that it can chew up an automobile. It lived 100 million years ago.,2 x 2 x 2 cm,Tyrunt,62.00,6058,148,"royal heir, strong jaw, tyrunt",57.3 kg
generator,"It stimulates its muscles with electricity, boosting the strength in its legs and enabling it to run 100 yards in five seconds.",3 x 3 x 3 cm,Heliolisk,83.00,3157,43,"generator, heliolisk, sand veil",46.3 kg
generator,The frills on either side of its head have cells that generate electricity when exposed to sunlight.,1 x 1 x 1 cm,Helioptile,62.00,3461,126,"generator, helioptile, sand veil",13.2 kg
howitzer,"By expelling water from the nozzle in the back of its claw, it can move at a speed of 60 knots.",4 x 4 x 4 cm,Clawitzer,69.00,1535,65,"clawitzer, howitzer, mega launcher",77.8 kg
sea lion,This Pokémon can control water bubbles. It practices diligently so it can learn to make big bubbles.,1 x 1 x 1 cm,Popplio,158.00,7912,83,"popplio, sea lion, torrent",16.5 kg
heel,"After hurling ferocious punches and flinging furious kicks, it finishes opponents off by spewing fire from around its navel.",5 x 5 x 5 cm,Incineroar,36.00,5027,201,"blaze, heel, incineroar",183 kg
fire cat,"It boasts powerful front legs. With a single punch, it can bend an iron bar right over.",2 x 2 x 2 cm,Torracat,184.00,9406,186,"blaze, fire cat, torracat",55.1 kg
fire cat,It doesn’t allow its emotions to be easily seen. Earning its trust takes time. It prefers solitude.,1 x 1 x 1 cm,Litten,132.00,6456,150,"blaze, fire cat, litten",9.5 kg
arrow quill,"Although basically cool and cautious, when it’s caught by surprise, it’s seized by panic.",5 x 5 x 5 cm,Decidueye,106.00,7059,268,"arrow quill, decidueye, overgrow",80.7 kg
blade quill,It throws sharp feathers called blade quills at enemies or prey. It seldom misses.,2 x 2 x 2 cm,Dartrix,169.00,4851,169,"blade quill, dartrix, overgrow",35.3 kg
steam,It expels its internal steam from the arms on its back. It has enough power to blow away a mountain.,5 x 5 x 5 cm,Volcanion,45.00,4693,238,"steam, volcanion, water absorb",429.9 kg
mischief,"It is said to be able to seize anything it desires with its six rings and six huge arms. With its power sealed, it is transformed into a much smaller form.",1 x 1 x 1 cm,Hoopa,189.00,3194,45,"hoopa, magician, mischief",19.8 kg
jewel,It can instantly create many diamonds by compressing the carbon in the air between its hands.,2 x 2 x 2 cm,Diancie,27.00,1266,231,"clear body, diancie, jewel",19.4 kg
order,It’s thought to be monitoring the ecosystem. There are rumors that even greater power lies hidden within it.,16 x 16 x 16 cm,Zygarde,83.00,5609,80,"aura break, order, zygarde",672.4 kg
destruction,"When its life comes to an end, it absorbs the life energy of every living thing and turns into a cocoon once more.",19 x 19 x 19 cm,Yveltal,59.00,4540,215,"dark aura, destruction, yveltal",447.5 kg
life,"When the horns on its head shine in seven colors, it is said to be sharing everlasting life.",9 x 9 x 9 cm,Xerneas,30.00,6107,171,"fairy aura, life, xerneas",474 kg
sound wave,The ultrasonic waves it emits from its ears can reduce a large boulder to pebbles. It swoops out of the dark to attack.,4 x 4 x 4 cm,Noivern,75.00,1413,159,"frisk, noivern, sound wave",187.4 kg
sound wave,"Even a robust wrestler will become dizzy and unable to stand when exposed to its 200,000-hertz ultrasonic waves.",1 x 1 x 1 cm,Noibat,126.00,6099,136,"frisk, noibat, sound wave",17.6 kg
iceberg,The way several Bergmite huddle on its back makes it look like an aircraft carrier made of ice.,6 x 6 x 6 cm,Avalugg,71.00,5514,156,"avalugg, iceberg, own tempo",1113.3 kg
ice chunk,"Using air of -150 degrees Fahrenheit, they freeze opponents solid. They live in herds above the snow line on mountains.",3 x 3 x 3 cm,Bergmite,119.00,7042,248,"bergmite, ice chunk, own tempo",219.4 kg
brutal star,It’s found crawling on beaches and seafloors. The coral that grows on Corsola’s head is as good as a five-star banquet to this Pokémon.,1 x 1 x 1 cm,Mareanie,47.00,2097,99,"brutal star, limber, mareanie",17.6 kg
puppy,This Pokémon has lived with people since times long ago. It can sense when its Trainer is in the dumps and will stick close by its Trainer’s side.,1 x 1 x 1 cm,Rockruff,149.00,9049,296,"keen eye, puppy, rockruff",20.3 kg
bee fly,Some of Ribombee’s pollen puffs are highly nutritious. They are sometimes sold as supplements.,None,Ribombee,100.00,4694,233,"bee fly, ribombee, shield dust",1.1 kg
bee fly,Myriads of Cutiefly flutter above the heads of people who have auras resembling those of flowers.,None,Cutiefly,118.00,3090,23,"bee fly, cutiefly, shield dust",0.4 kg
woolly crab,"It just throws punches indiscriminately. In times of desperation, it can lop off its own pincers and fire them like rockets.",5 x 5 x 5 cm,Crabominable,65.00,3027,188,"crabominable, hyper cutter, woolly crab",396.8 kg
boxing,"It punches so much, its pincers often come off from overuse, but they grow back quickly. What little meat they contain is rich and delicious.",2 x 2 x 2 cm,Crabrawler,181.00,5483,212,"boxing, crabrawler, hyper cutter",15.4 kg
stag beetle,It produces electricity via an electrical organ in its abdomen. It overwhelms bird Pokémon with shocking beams of electrical energy.,4 x 4 x 4 cm,Vikavolt,88.00,8322,62,"levitate, stag beetle, vikavolt",99.2 kg
battery,"From the food it digests, it generates electricity, and it stores this energy in its electric sac.",1 x 1 x 1 cm,Charjabug,76.00,8497,21,"battery, charjabug",23.1 kg
larva,They often gather near places frequented by electric Pokémon in order to avoid being attacked by bird Pokémon.,1 x 1 x 1 cm,Grubbin,77.00,3728,47,"grubbin, larva, swarm",9.7 kg
stakeout,"It adores having Rattata and Raticate for dinner, but as it’s diurnal, it never encounters them. This Pokémon boasts incredible patience.",2 x 2 x 2 cm,Gumshoos,123.00,3078,125,"gumshoos, stakeout, strong jaw",31.3 kg
loitering,"It wanders around in a never-ending search for food. At dusk, it collapses from exhaustion and falls asleep on the spot.",1 x 1 x 1 cm,Yungoos,159.00,1383,180,"loitering, strong jaw, yungoos",13.2 kg
cannon,"Within its beak, its internal gas ignites, explosively launching seeds with enough power to pulverize boulders.",3 x 3 x 3 cm,Toucannon,77.00,9306,176,"cannon, keen eye, toucannon",57.3 kg
bugle beak,"By bending its beak, it can produce a variety of calls and brand itself a noisy nuisance for its neighbors.",2 x 2 x 2 cm,Trumbeak,59.00,2185,30,"bugle beak, keen eye, trumbeak",32.6 kg
woodpecker,"This Pokémon feeds on berries, whose leftover seeds become the ammunition for the attacks it fires off from its mouth.",1 x 1 x 1 cm,Pikipek,51.00,3914,246,"keen eye, pikipek, woodpecker",2.6 kg
soloist,Its singing voice is its chief weapon in battle. This Pokémon’s Trainer must prioritize the daily maintenance of its throat at all costs.,5 x 5 x 5 cm,Primarina,143.00,2133,36,"primarina, soloist, torrent",97 kg
pop star,"It cares deeply for its companions. When its Trainer is feeling down, it performs a cheery dance to try and help.",2 x 2 x 2 cm,Brionne,172.00,9296,174,"brionne, pop star, torrent",38.6 kg
fruit,This Pokémon is always bouncing around energetically. Other Pokémon are attracted by its lively appearance and pleasant aroma.,2 x 2 x 2 cm,Steenee,27.00,9509,30,"fruit, oblivious, steenee",18.1 kg
fruit,"A Pokémon known for the beauty of its well-shaped legs, it sometimes appears as a mascot in advertisements for beauty salons.",3 x 3 x 3 cm,Tsareena,186.00,1097,96,"fruit, leaf guard, tsareena",47.2 kg
fruit,"Although it’s too sugary for human consumption, Bounsweet’s sweat can be watered down into a juice with just the right amount of sweetness.",1 x 1 x 1 cm,Bounsweet,193.00,6963,76,"bounsweet, fruit, oblivious",7.1 kg
strong arm,This Pokémon has the habit of hugging its companions. Many Trainers have left this world after their spines were squashed by its hug.,6 x 6 x 6 cm,Bewear,117.00,7159,96,"bewear, klutz, strong arm",297.6 kg
flailing,A touch from anyone except a known friend sends it into a surging frenzy. It’s an incredibly dangerous Pokémon.,1 x 1 x 1 cm,Stufful,70.00,6729,69,"flailing, klutz, stufful",15 kg
toxic lizard,"Filled with pheromones, its poisonous gas can be diluted to use in the production of luscious perfumes.",3 x 3 x 3 cm,Salazzle,166.00,4114,142,"corrosion, salazzle, toxic lizard",48.9 kg
toxic lizard,"Volcanoes or dry, craggy places are its home. It emanates a sweet-smelling poisonous gas that attracts bug Pokémon, then attacks them.",2 x 2 x 2 cm,Salandit,158.00,7448,54,"corrosion, salandit, toxic lizard",10.6 kg
illuminating,"It emits flickering spores that cause drowsiness. When its prey succumb to sleep, this Pokémon feeds on them by sucking in their energy.",3 x 3 x 3 cm,Shiinotic,75.00,1758,123,"effect spore, illuminating, shiinotic",25.4 kg
illuminating,"As it drowses the day away, it nourishes itself by sucking from tree roots. It wakens at the fall of night, wandering off in search of a new tree.",None,Morelull,87.00,8895,71,"effect spore, illuminating, morelull",3.3 kg
bloom sickle,It fires beams from its sickle-shaped petals. These beams are powerful enough to cleave through thick metal plates.,2 x 2 x 2 cm,Lurantis,159.00,1903,269,"bloom sickle, leaf guard, lurantis",40.8 kg
sickle grass,They give off a sweet and refreshing scent. Cutiefly often gather near the tall grass where Fomantis are hiding.,1 x 1 x 1 cm,Fomantis,104.00,9109,209,"fomantis, leaf guard, sickle grass",3.3 kg
water bubble,"Despite what its appearance suggests, it cares for others. If it finds vulnerable, weak Pokémon, it protectively brings them into its water bubble.",5 x 5 x 5 cm,Araquanid,48.00,8489,281,"araquanid, water bubble",180.8 kg
water bubble,"When it comes across enemies or potential prey, this Pokémon smashes its water-bubble-covered head into them.",1 x 1 x 1 cm,Dewpider,84.00,1034,23,"dewpider, water bubble",8.8 kg
draft horse,"Its heavy, mud-covered kicks are its best means of attack, and it can reduce large trucks to scrap without breaking a sweat.",8 x 8 x 8 cm,Mudsdale,111.00,6401,136,"draft horse, mudsdale, own tempo",2028.3 kg
donkey,"It has a stubborn, individualistic disposition. Eating dirt, making mud, and playing in the mire all form part of its daily routine.",3 x 3 x 3 cm,Mudbray,96.00,9977,117,"donkey, mudbray, own tempo",242.5 kg
brutal star,"Those attacked by Toxapex’s poison will suffer intense pain for three days and three nights. Post-recovery, there will be some aftereffects.",2 x 2 x 2 cm,Toxapex,91.00,2160,37,"brutal star, limber, toxapex",32 kg
scaly,"Its rigid scales function as offense and defense. In the past, its scales were processed and used to make weapons and other commodities.",5 x 5 x 5 cm,Kommo-o,170.00,3513,121,"kommo-o, scaly, soundproof",172.4 kg
scaly,It sheds and regrows its scales on a continuous basis. The scales become harder and sharper each time they’re regrown.,3 x 3 x 3 cm,Hakamo-o,57.00,9648,288,"hakamo-o, scaly, soundproof",103.6 kg
scaly,They live in mountains where no trace of humans can be detected. Jangmo-o grow little by little as they battle one another.,2 x 2 x 2 cm,Jangmo-o,107.00,9665,140,"jangmo-o, scaly, soundproof",65.5 kg
placid,This Pokémon is friendly to people and loves children most of all. It comes from deep in the mountains to play with children it likes in town.,9 x 9 x 9 cm,Drampa,133.00,7808,245,"drampa, placid, sap sipper",407.9 kg
roly-poly,The long hairs on its back act as lightning rods. The bolts of lightning it attracts are stored as energy in its electric sac.,1 x 1 x 1 cm,Togedemaru,45.00,9583,78,"lightning rod, roly-poly, togedemaru",7.3 kg
blast turtle,It gushes fire and poisonous gases from its nostrils. Its dung is an explosive substance and can be put to various uses.,6 x 6 x 6 cm,Turtonator,117.00,4932,16,"blast turtle, shell armor, turtonator",467.4 kg
drowsing,The log it holds was given to it by its parents at birth. It has also been known to cling to the arm of a friendly Trainer.,1 x 1 x 1 cm,Komala,65.00,4350,231,"comatose, drowsing, komala",43.9 kg
synthetic,"Although its name was Type: Null at first, the boy who evolved it into this form gave it the name by which it is now known.",7 x 7 x 7 cm,Silvally,133.00,5805,64,"rks system, silvally, synthetic",221.6 kg
sea cucumber,These Pokémon line the beaches. The sticky mucous that covers their bodies can be used to soothe sunburned skin. How convenient!,1 x 1 x 1 cm,Pyukumuku,97.00,3988,191,"innards out, pyukumuku, sea cucumber",2.6 kg
sand castle,Buried beneath the castle are masses of dried-up bones from those whose vitality it has drained.,4 x 4 x 4 cm,Palossand,187.00,8991,19,"palossand, sand castle, water compaction",551.2 kg
sand heap,It takes control of anyone who puts a hand in its mouth. And so it adds to the accumulation of its sand-mound body.,1 x 1 x 1 cm,Sandygast,131.00,7020,276,"sand heap, sandygast, water compaction",154.3 kg
hard scale,"It battles skillfully with its six arms, but spends most of its time peacefully meditating in caves deep beneath the sea.",6 x 6 x 6 cm,Golisopod,32.00,6420,10,"emergency exit, golisopod, hard scale",238.1 kg
turn tail,"Its habitat varies from beaches to seabeds. A natural scavenger, it will gleefully chow down on anything edible, no matter how rotten.",1 x 1 x 1 cm,Wimpod,137.00,2207,87,"turn tail, wimp out, wimpod",26.5 kg
teamwork,"They battle with hard berries for weapons. Their techniques are passed from the boss to the group, generation upon generation.",6 x 6 x 6 cm,Passimian,182.00,8046,144,"passimian, receiver, teamwork",182.5 kg
sage,"Deep in the jungle, high in the lofty canopy, this Pokémon abides. On rare occasions, it shows up at the beach to match wits with Slowking.",4 x 4 x 4 cm,Oranguru,139.00,6539,241,"inner focus, oranguru, sage",167.6 kg
posy picker,"Baths prepared with the flowers from its vine have a relaxing effect, so this Pokémon is a hit with many people.",None,Comfey,28.00,1719,266,"comfey, flower veil, posy picker",0.7 kg
lissome,"One of the Ultra Beasts. It refuses to touch anything, perhaps because it senses some uncleanness in this world.",5 x 5 x 5 cm,Pheromosa,62.00,4102,254,"beast boost, lissome, pheromosa",55.1 kg
poison pin,"An Ultra Beast that lives in a different world, it cackles wildly as it sprays its opponents with poison from the needles on its head.",2 x 2 x 2 cm,Poipole,130.00,1771,21,"beast boost, poipole, poison pin",4 kg
gloomdweller,"It sinks into the shadows of people and Pokémon, where it can understand their feelings and copy their capabilities.",2 x 2 x 2 cm,Marshadow,107.00,1160,250,"gloomdweller, marshadow, technician",48.9 kg
prism,Light is apparently the source of its energy. It has an extraordinarily vicious disposition and is constantly firing off laser beams.,7 x 7 x 7 cm,Necrozma,68.00,6307,141,"necrozma, prism, prism armor",507.1 kg
drawn sword,"One of the Ultra Beast life-forms, it was observed cutting down a gigantic steel tower with one stroke of its blade.",1 x 1 x 1 cm,Kartana,197.00,8035,77,"beast boost, drawn sword, kartana",0.2 kg
junkivore,"A dangerous Ultra Beast, it appears to be eating constantly, but for some reason its droppings have never been found.",18 x 18 x 18 cm,Guzzlord,73.00,3767,54,"beast boost, guzzlord, junkivore",1957.7 kg
launch,One kind of Ultra Beast. Witnesses have seen it burn down a forest by expelling gas from its two arms.,30 x 30 x 30 cm,Celesteela,151.00,9458,58,"beast boost, celesteela, launch",2204.4 kg
glowing,"It appeared from the Ultra Wormhole. It raided a power plant, so people think it energizes itself with electricity.",12 x 12 x 12 cm,Xurkitree,174.00,3791,120,"beast boost, glowing, xurkitree",220.5 kg
swollen,A mysterious life-form called an Ultra Beast. Witnesses saw it pulverize a dump truck with a single punch.,7 x 7 x 7 cm,Buzzwole,172.00,5256,43,"beast boost, buzzwole, swollen",735.5 kg
parasite,"One of the Ultra Beasts. It’s unclear whether or not this Pokémon is sentient, but sometimes it can be observed behaving like a young girl.",3 x 3 x 3 cm,Nihilego,67.00,6763,180,"beast boost, nihilego, parasite",122.4 kg
moone,"Said to live in another world, this Pokémon devours light, drawing the moonless dark veil of night over the brightness of day.",13 x 13 x 13 cm,Lunala,58.00,3888,195,"lunala, moone, shadow shield",264.6 kg
sunne,"This Pokémon is said to be a male evolution of Cosmog. At the activation of its third eye, it departs for another world.",11 x 11 x 11 cm,Solgaleo,125.00,4928,260,"full metal body, solgaleo, sunne",507.1 kg
land spirit,"The guardian deity of Poni, it can control water. People say it can create pure water that will wash away any uncleanness.",4 x 4 x 4 cm,Tapu-fini,123.00,5525,206,"land spirit, misty surge, tapu-fini",46.7 kg
land spirit,The guardian deity of Ula’ula is a lazy Pokémon. It commands plants to immobilize its foes and then deals them a savage blow with its horns.,6 x 6 x 6 cm,Tapu-bulu,165.00,2204,175,"grassy surge, land spirit, tapu-bulu",100.3 kg
land spirit,"As it flutters about, it scatters its strangely glowing scales. Touching them is said to restore good health on the spot.",3 x 3 x 3 cm,Tapu-lele,62.00,3073,71,"land spirit, psychic surge, tapu-lele",41 kg
land spirit,It confuses its enemies by flying too quickly for the eye to follow. It has a hair-trigger temper but forgets what made it angry an instant later.,5 x 5 x 5 cm,Tapu-koko,159.00,9744,215,"electric surge, land spirit, tapu-koko",45.2 kg
fireworks,"A UB that appeared from an Ultra Wormhole, it causes explosions, then takes advantage of opponents’ surprise to rob them of their vitality.",5 x 5 x 5 cm,Blacephalon,149.00,8843,205,"beast boost, blacephalon, fireworks",28.7 kg
rampart,"When stone walls started moving and attacking, the brute’s true identity was this mysterious life-form, which brings to mind an Ultra Beast.",18 x 18 x 18 cm,Stakataka,190.00,1947,210,"beast boost, rampart, stakataka",1807.8 kg
poison pin,"One kind of Ultra Beast, it fires a glowing, venomous liquid from its needles. This liquid is also immensely adhesive.",11 x 11 x 11 cm,Naganadel,30.00,9798,255,"beast boost, naganadel, poison pin",330.7 kg
